index	label	cortex	subcortex
244	7Networks_RH_SomMot_14	True	False
245	7Networks_RH_SomMot_15	True	False
246	7Networks_RH_SomMot_16	True	False
247	7Networks_RH_SomMot_17	True	False
248	7Networks_RH_SomMot_18	True	False
249	7Networks_RH_SomMot_19	True	False
250	7Networks_RH_SomMot_20	True	False
251	7Networks_RH_SomMot_21	True	False
252	7Networks_RH_SomMot_22	True	False
253	7Networks_RH_SomMot_23	True	False
254	7Networks_RH_SomMot_24	True	False
255	7Networks_RH_SomMot_25	True	False
256	7Networks_RH_SomMot_26	True	False
257	7Networks_RH_SomMot_27	True	False
258	7Networks_RH_SomMot_28	True	False
259	7Networks_RH_SomMot_29	True	False
260	7Networks_RH_SomMot_30	True	False
261	7Networks_RH_SomMot_31	True	False
262	7Networks_RH_SomMot_32	True	False
263	7Networks_RH_SomMot_33	True	False
264	7Networks_RH_SomMot_34	True	False
265	7Networks_RH_SomMot_35	True	False
266	7Networks_RH_SomMot_36	True	False
267	7Networks_RH_SomMot_37	True	False
268	7Networks_RH_SomMot_38	True	False
269	7Networks_RH_SomMot_39	True	False
270	7Networks_RH_SomMot_40	True	False
271	7Networks_RH_DorsAttn_Post_1	True	False
272	7Networks_RH_DorsAttn_Post_2	True	False
273	7Networks_RH_DorsAttn_Post_3	True	False
274	7Networks_RH_DorsAttn_Post_4	True	False
275	7Networks_RH_DorsAttn_Post_5	True	False
276	7Networks_RH_DorsAttn_Post_6	True	False
277	7Networks_RH_DorsAttn_Post_7	True	False
278	7Networks_RH_DorsAttn_Post_8	True	False
279	7Networks_RH_DorsAttn_Post_9	True	False
280	7Networks_RH_DorsAttn_Post_10	True	False
281	7Networks_RH_DorsAttn_Post_11	True	False
282	7Networks_RH_DorsAttn_Post_12	True	False
283	7Networks_RH_DorsAttn_Post_13	True	False
284	7Networks_RH_DorsAttn_Post_14	True	False
285	7Networks_RH_DorsAttn_Post_15	True	False
286	7Networks_RH_DorsAttn_Post_16	True	False
287	7Networks_RH_DorsAttn_Post_17	True	False
288	7Networks_RH_DorsAttn_Post_18	True	False
289	7Networks_RH_DorsAttn_Post_19	True	False
290	7Networks_RH_DorsAttn_FEF_1	True	False
291	7Networks_RH_DorsAttn_FEF_2	True	False
292	7Networks_RH_DorsAttn_FEF_3	True	False
293	7Networks_RH_DorsAttn_PrCv_1	True	False
294	7Networks_RH_SalVentAttn_TempOccPar_1	True	False
295	7Networks_RH_SalVentAttn_TempOccPar_2	True	False
296	7Networks_RH_SalVentAttn_TempOccPar_3	True	False
297	7Networks_RH_SalVentAttn_TempOccPar_4	True	False
298	7Networks_RH_SalVentAttn_TempOccPar_5	True	False
299	7Networks_RH_SalVentAttn_TempOccPar_6	True	False
300	7Networks_RH_SalVentAttn_TempOccPar_7	True	False
301	7Networks_RH_SalVentAttn_PrC_1	True	False
302	7Networks_RH_SalVentAttn_FrOperIns_1	True	False
303	7Networks_RH_SalVentAttn_FrOperIns_2	True	False
304	7Networks_RH_SalVentAttn_FrOperIns_3	True	False
305	7Networks_RH_SalVentAttn_FrOperIns_4	True	False
306	7Networks_RH_SalVentAttn_FrOperIns_5	True	False
307	7Networks_RH_SalVentAttn_FrOperIns_6	True	False
308	7Networks_RH_SalVentAttn_FrOperIns_7	True	False
309	7Networks_RH_SalVentAttn_FrOperIns_8	True	False
310	7Networks_RH_SalVentAttn_PFCl_1	True	False
311	7Networks_RH_SalVentAttn_Med_1	True	False
312	7Networks_RH_SalVentAttn_Med_2	True	False
313	7Networks_RH_SalVentAttn_Med_3	True	False
314	7Networks_RH_SalVentAttn_Med_4	True	False
315	7Networks_RH_SalVentAttn_Med_5	True	False
316	7Networks_RH_SalVentAttn_Med_6	True	False
317	7Networks_RH_SalVentAttn_Med_7	True	False
318	7Networks_RH_SalVentAttn_Med_8	True	False
319	7Networks_RH_Limbic_OFC_1	True	False
320	7Networks_RH_Limbic_OFC_2	True	False
321	7Networks_RH_Limbic_OFC_3	True	False
322	7Networks_RH_Limbic_OFC_4	True	False
323	7Networks_RH_Limbic_OFC_5	True	False
324	7Networks_RH_Limbic_OFC_6	True	False
325	7Networks_RH_Limbic_TempPole_1	True	False
326	7Networks_RH_Limbic_TempPole_2	True	False
327	7Networks_RH_Limbic_TempPole_3	True	False
328	7Networks_RH_Limbic_TempPole_4	True	False
329	7Networks_RH_Limbic_TempPole_5	True	False
330	7Networks_RH_Limbic_TempPole_6	True	False
331	7Networks_RH_Limbic_TempPole_7	True	False
332	7Networks_RH_Cont_Par_1	True	False
333	7Networks_RH_Cont_Par_2	True	False
334	7Networks_RH_Cont_Par_3	True	False
335	7Networks_RH_Cont_Par_4	True	False
336	7Networks_RH_Cont_Par_5	True	False
337	7Networks_RH_Cont_Par_6	True	False
338	7Networks_RH_Cont_Temp_1	True	False
339	7Networks_RH_Cont_Temp_2	True	False
340	7Networks_RH_Cont_PFCv_1	True	False
341	7Networks_RH_Cont_PFCl_1	True	False
342	7Networks_RH_Cont_PFCl_2	True	False
343	7Networks_RH_Cont_PFCl_3	True	False
344	7Networks_RH_Cont_PFCl_4	True	False
345	7Networks_RH_Cont_PFCl_5	True	False
346	7Networks_RH_Cont_PFCl_6	True	False
347	7Networks_RH_Cont_PFCl_7	True	False
348	7Networks_RH_Cont_PFCl_8	True	False
349	7Networks_RH_Cont_PFCl_9	True	False
350	7Networks_RH_Cont_PFCl_10	True	False
351	7Networks_RH_Cont_PFCl_11	True	False
352	7Networks_RH_Cont_PFCl_12	True	False
353	7Networks_RH_Cont_PFCl_13	True	False
354	7Networks_RH_Cont_PFCl_14	True	False
355	7Networks_RH_Cont_PFCl_15	True	False
356	7Networks_RH_Cont_pCun_1	True	False
357	7Networks_RH_Cont_pCun_2	True	False
358	7Networks_RH_Cont_Cing_1	True	False
359	7Networks_RH_Cont_Cing_2	True	False
360	7Networks_RH_Cont_PFCmp_1	True	False
361	7Networks_RH_Cont_PFCmp_2	True	False
362	7Networks_RH_Default_Par_1	True	False
363	7Networks_RH_Default_Par_2	True	False
364	7Networks_RH_Default_Par_3	True	False
365	7Networks_RH_Default_Par_4	True	False
366	7Networks_RH_Default_Par_5	True	False
367	7Networks_RH_Default_Temp_1	True	False
368	7Networks_RH_Default_Temp_2	True	False
369	7Networks_RH_Default_Temp_3	True	False
370	7Networks_RH_Default_Temp_4	True	False
371	7Networks_RH_Default_Temp_5	True	False
372	7Networks_RH_Default_Temp_6	True	False
373	7Networks_RH_Default_Temp_7	True	False
374	7Networks_RH_Default_Temp_8	True	False
375	7Networks_RH_Default_PFCv_1	True	False
376	7Networks_RH_Default_PFCv_2	True	False
377	7Networks_RH_Default_PFCv_3	True	False
378	7Networks_RH_Default_PFCv_4	True	False
379	7Networks_RH_Default_PFCdPFCm_1	True	False
380	7Networks_RH_Default_PFCdPFCm_2	True	False
381	7Networks_RH_Default_PFCdPFCm_3	True	False
382	7Networks_RH_Default_PFCdPFCm_4	True	False
383	7Networks_RH_Default_PFCdPFCm_5	True	False
384	7Networks_RH_Default_PFCdPFCm_6	True	False
385	7Networks_RH_Default_PFCdPFCm_7	True	False
386	7Networks_RH_Default_PFCdPFCm_8	True	False
387	7Networks_RH_Default_PFCdPFCm_9	True	False
388	7Networks_RH_Default_PFCdPFCm_10	True	False
389	7Networks_RH_Default_PFCdPFCm_11	True	False
390	7Networks_RH_Default_PFCdPFCm_12	True	False
391	7Networks_RH_Default_PFCdPFCm_13	True	False
392	7Networks_RH_Default_pCunPCC_1	True	False
393	7Networks_RH_Default_pCunPCC_2	True	False
394	7Networks_RH_Default_pCunPCC_3	True	False
395	7Networks_RH_Default_pCunPCC_4	True	False
396	7Networks_RH_Default_pCunPCC_5	True	False
397	7Networks_RH_Default_pCunPCC_6	True	False
398	7Networks_RH_Default_pCunPCC_7	True	False
399	7Networks_RH_Default_pCunPCC_8	True	False
400	7Networks_RH_Default_pCunPCC_9	True	False
401	HIP-head-m1-rh	False	True
402	HIP-head-m2-rh	False	True
403	THA-VAip-rh	False	True
404	THA-VAia-rh	False	True
405	HIP-head-l-rh	False	True
406	HIP-body-rh	False	True
407	HIP-tail-rh	False	True
408	THA-VPm-rh	False	True
409	THA-VPl-rh	False	True
410	THA-VAs-rh	False	True
411	THA-DAm-rh	False	True
412	THA-DAl-rh	False	True
413	PUT-VA-rh	False	True
414	PUT-DA-rh	False	True
415	PUT-VP-rh	False	True
416	PUT-DP-rh	False	True
417	CAU-VA-rh	False	True
418	CAU-DA-rh	False	True
419	CAU-body-rh	False	True
420	CAU-tail-rh	False	True
421	lAMY-rh	False	True
422	mAMY-rh	False	True
423	THA-DP-rh	False	True
424	NAc-shell-rh	False	True
425	NAc-core-rh	False	True
426	pGP-rh	False	True
427	aGP-rh	False	True
428	HIP-head-m1-lh	False	True
429	HIP-head-m2-lh	False	True
430	THA-VAip-lh	False	True
431	THA-VAia-lh	False	True
432	HIP-head-l-lh	False	True
433	HIP-body-lh	False	True
434	HIP-tail-lh	False	True
435	THA-VPm-lh	False	True
436	THA-VPl-lh	False	True
437	THA-VAs-lh	False	True
438	THA-DAm-lh	False	True
439	THA-DAl-lh	False	True
440	PUT-VA-lh	False	True
441	PUT-DA-lh	False	True
442	PUT-VP-lh	False	True
443	PUT-DP-lh	False	True
444	CAU-VA-lh	False	True
445	CAU-DA-lh	False	True
446	CAU-body-lh	False	True
447	CAU-tail-lh	False	True
448	lAMY-lh	False	True
449	mAMY-lh	False	True
450	THA-DP-lh	False	True
451	NAc-shell-lh	False	True
452	NAc-core-lh	False	True
453	pGP-lh	False	True
454	aGP-lh	False	True
