index	label	cortex	subcortex	cerebellum
115	PUT-lh	False	True	False
116	CAU-lh	False	True	False
117	cerebellum_Region1	False	False	True
118	cerebellum_Region2	False	False	True
119	cerebellum_Region3	False	False	True
120	cerebellum_Region4	False	False	True
121	cerebellum_Region5	False	False	True
122	cerebellum_Region6	False	False	True
123	cerebellum_Region7	False	False	True
124	cerebellum_Region8	False	False	True
125	cerebellum_Region9	False	False	True
126	cerebellum_Region10	False	False	True
